ID,Keyword,Title,State,Program,Type,Intent,Volume,CPC,Competition,RevenueScore,Priority,Status,Notes,URL,Created,Source,Target
CU-160,dual eligible medicaid medicare,Dual Eligible: Having Both Medicaid and Medicare Explained,,Dual,explainer,informational,,,,9,1,Ready,,,2026-05-11,AI,
CU-161,medicaid look back period,The Medicaid Look-Back Period: What It Is and How It Works,,Medicaid,explainer,informational,,,,9,1,Ready,,,2026-05-11,AI,
CU-162,how long does medicaid application take,How Long Does It Take to Get Approved for Medicaid?,,Medicaid,scenario,informational,,,,9,3,Low Priority,,,2026-05-11,Google,
CU-163,medicaid for disabled adults,Medicaid for Adults With Disabilities: Eligibility and Benefits in 2026,,Medicaid,guide,informational,,,,9,3,Low Priority,,,2026-05-11,AI,
CU-164,health insurance for diabetics,Best Health Insurance Options for People With Diabetes in 2026,,ACA,guide,transactional,,,,9,1,Ready,,,2026-05-11,Google,
CU-165,marketplace subsidy calculator 2026,ACA Marketplace Subsidy Calculator: How Much Help Will You Get in 2026?,,ACA,reference,transactional,,,,10,1,Ready,,,2026-05-11,AI,
CU-166,medigap plans comparison chart 2026,Medigap Plans Comparison Chart 2026: Plans A Through N Side by Side,,Medicare,comparison,informational,,,,9,1,Ready,,,2026-05-11,AI,
CU-167,medicaid vs private insurance pros cons,Medicaid vs Private Insurance: Which Is Better for You?,,Medicaid,comparison,informational,,,,9,1,Ready,,,2026-05-11,AI,
CU-168,can you have two health insurance plans,Can You Have Two Health Insurance Plans at the Same Time?,,ACA,scenario,informational,,,,8,3,Low Priority,,,2026-05-11,Google,
CU-169,what is a health insurance premium,What Is a Health Insurance Premium and How Is It Calculated?,,ACA,explainer,informational,,,,9,1,Ready,,,2026-05-11,AI,
CU-170,pre existing conditions health insurance,Health Insurance With Pre-Existing Conditions: Your Rights in 2026,,ACA,explainer,informational,,,,10,1,Ready,,,2026-05-11,AI,
CU-171,how to pick the right health insurance plan,How to Choose the Right Health Insurance Plan (Step by Step),,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-172,medicaid application denied reasons,Why Was My Medicaid Application Denied? Common Reasons and What to Do,,Medicaid,scenario,transactional,,,,9,1,Ready,,,2026-05-11,Google,
CU-173,emergency room visit without insurance cost,How Much Does an ER Visit Cost Without Insurance? (And How to Handle It),,ACA,scenario,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-174,health insurance tax credit explained,The Premium Tax Credit Explained: How ACA Subsidies Lower Your Costs,,ACA,explainer,informational,,,,10,1,Ready,,,2026-05-11,AI,
CU-175,hsa vs fsa which is better,HSA vs FSA: Which Health Savings Account Is Better for You?,,ACA,comparison,informational,,,,9,1,Ready,,,2026-05-11,AI,
CU-176,can you get medicaid while employed,Can You Get Medicaid If You Have a Job? Income Rules Explained,,Medicaid,scenario,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-177,health insurance for early retirees before 65,Health Insurance for Early Retirees: Bridging the Gap Before Medicare at 65,,ACA,guide,transactional,,,,10,3,Low Priority,,,2026-05-11,Google,
CU-178,what is medicaid and who qualifies,What Is Medicaid? Who Qualifies and What It Covers in 2026,,Medicaid,explainer,informational,,,,10,3,Low Priority,,,2026-05-11,AI,
CU-179,what is medicare and who qualifies,What Is Medicare? Who Qualifies and What It Covers in 2026,,Medicare,explainer,informational,,,,10,2,Ready,,,2026-05-11,AI,
CU-180,healthcare gov vs state marketplace,HealthCare.gov vs State Marketplace: Where Should You Apply?,,ACA,comparison,informational,,,,8,1,Ready,,,2026-05-11,AI,
CU-181,income too high for medicaid too low for aca,"Too Much for Medicaid, Too Little for ACA Subsidies: What Are Your Options?",,ACA,scenario,informational,,,,10,1,Ready,,,2026-05-11,AI,
CU-182,aca subsidy expiration 2026,ACA Subsidy Expiration 2026: What Changed and What to Do Now,,ACA,explainer,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-183,why did my health insurance go up 2026,Why Did My Health Insurance Premium Go Up So Much in 2026?,,ACA,explainer,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-184,affordable health insurance without subsidies,How to Find Affordable Health Insurance Without ACA Subsidies in 2026,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-185,aca premium increase 2026,ACA Premium Increases 2026: State by State Breakdown,,ACA,reference,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-186,lost aca subsidy what to do,Lost Your ACA Subsidy? Here Are Your Options in 2026,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,AI,
CU-187,subsidy cliff health insurance 2026,The ACA Subsidy Cliff Is Back: What It Means for Your Premiums,,ACA,explainer,informational,,,,10,1,Ready,,,2026-05-11,AI,
CU-188,how to lower health insurance costs 2026,How to Lower Your Health Insurance Costs in 2026 (10 Real Options),,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-189,how to get health insurance,How to Get Health Insurance in 2026: A Step by Step Guide,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-190,health insurance plans and prices 2026,Health Insurance Plans and Prices 2026: What to Expect,,ACA,reference,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-191,obamacare plans 2026,Obamacare Plans 2026: What Is Available and How Much Does It Cost?,,ACA,reference,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-192,affordable health insurance 2026,The Most Affordable Health Insurance Options in 2026,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-193,apply for health insurance online,How to Apply for Health Insurance Online Through Healthcare.gov,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-194,health insurance for families 2026,Best Health Insurance for Families in 2026: Plans and Costs,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-195,free health insurance 2026,Can You Still Get Free Health Insurance in 2026?,,ACA,explainer,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-196,health insurance for kids 2026,"Health Insurance for Kids in 2026: CHIP, Medicaid, or Marketplace?",,ACA,comparison,transactional,,,,9,1,Ready,,,2026-05-11,Google,
CU-197,health insurance for pregnant women 2026,Health Insurance for Pregnant Women: Your Best Options in 2026,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-198,health insurance for seniors under 65,Health Insurance for Seniors Under 65: Best Options Before Medicare,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-199,medicare part a vs part b,Medicare Part A vs Part B: What Each Covers and What You Pay,,Medicare,comparison,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-200,medicare costs 2026,"How Much Does Medicare Cost in 2026? Premiums, Deductibles, and More",,Medicare,reference,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-201,best medicare advantage plans 2026,Best Medicare Advantage Plans in 2026: How to Choose,,Medicare,comparison,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-202,medicare supplement plans 2026,Medicare Supplement (Medigap) Plans 2026: Costs and Coverage Compared,,Medicare,comparison,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-203,when to sign up for medicare,When to Sign Up for Medicare: Enrollment Periods and Deadlines,,Medicare,explainer,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-204,medicare part d plans 2026,Medicare Part D Prescription Drug Plans 2026: What to Know,,Medicare,reference,informational,,,,9,1,Ready,,,2026-05-11,Google,
CU-205,turning 65 medicare checklist,Turning 65? Your Complete Medicare Enrollment Checklist,,Medicare,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-206,medicare annual enrollment period 2026,Medicare Annual Enrollment Period 2026: Dates and What You Can Change,,Medicare,reference,informational,,,,9,1,Ready,,,2026-05-11,Google,
CU-207,is medicare free,Is Medicare Free? What You Actually Pay in 2026,,Medicare,explainer,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-208,medicare for disabled under 65,Medicare for People Under 65 With Disabilities: How to Qualify,,Medicare,guide,informational,,,,9,1,Ready,,,2026-05-11,Google,
CU-209,medicare vs medicare advantage,Original Medicare vs Medicare Advantage: Which Is Better in 2026?,,Medicare,comparison,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-210,health insurance cost calculator 2026,Health Insurance Cost Calculator: Estimate Your 2026 Premium,,ACA,reference,transactional,,,,10,1,Ready,,,2026-05-11,AI,
CU-211,medicare cost calculator 2026,Medicare Cost Calculator 2026: Estimate Your Total Costs,,Medicare,reference,transactional,,,,10,1,Ready,,,2026-05-11,AI,
CU-212,federal poverty level 2026,Federal Poverty Level 2026: Income Guidelines by Family Size,,ACA,reference,informational,,,,10,1,Ready,,,2026-05-11,Google,
CU-213,health insurance after divorce,Health Insurance After Divorce: Your Options and Next Steps,,ACA,scenario,transactional,,,,9,1,Ready,,,2026-05-11,Google,
CU-214,health insurance for freelancers 2026,Health Insurance for Freelancers in 2026: The Complete Guide,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-215,health insurance for small business owners,Health Insurance for Small Business Owners: Individual vs Group Plans,,ACA,comparison,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-216,health insurance for part time workers,Health Insurance Options for Part-Time Workers in 2026,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-217,health insurance for new baby,Having a Baby? How to Add a Newborn to Your Health Insurance,,ACA,scenario,transactional,,,,9,1,Ready,,,2026-05-11,Google,
CU-218,health insurance after layoff,Laid Off? Your Health Insurance Options Explained,,ACA,scenario,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-219,health insurance moving to new state,Moving to a New State? How to Switch Health Insurance,,ACA,scenario,transactional,,,,9,1,Ready,,,2026-05-11,Google,
CU-220,health insurance for 1099 contractors,Health Insurance for 1099 Independent Contractors: Best Options in 2026,,ACA,guide,transactional,,,,10,1,Ready,,,2026-05-11,Google,
CU-221,health insurance for newly married,Just Got Married? Your Health Insurance Options and Next Steps,,ACA,scenario,transactional,,,,9,1,Ready,,,2026-05-11,Google,
CU-100,medicare costs 2026,"2026 Medicare Costs: Every Premium, Deductible, and IRMAA Bracket",,Medicare,reference,informational,,,,10,1,Ready,Tier 1: AI citation magnet - data table,,2026-05-11,AI,
CU-101,medicare enrollment deadlines 2026,"Medicare Enrollment Deadlines 2026: Every Period, Penalty, and Exception",,Medicare,reference,informational,,,,10,1,Ready,Tier 1: AI citation magnet - dates + penalties,,2026-05-11,Google,
CU-102,aca subsidy amounts by income 2026,2026 ACA Subsidy Amounts by Income and Family Size,,ACA Marketplace,reference,informational,,,,10,1,Ready,Tier 1: AI citation magnet - subsidy table,,2026-05-11,AI,
CU-103,medicare part d costs 2026,"Medicare Part D Costs 2026: Premiums, Donut Hole Changes, and the New ,100 Cap",,Medicare,reference,informational,,,,10,1,Ready,Tier 1: AI citation magnet,,2026-05-11,Google,
CU-104,medicare savings program income limits 2026,"Medicare Savings Program Income Limits 2026: QMB, SLMB, and QI",,Medicare Savings Programs,reference,informational,,,,10,1,Ready,Tier 1: AI citation magnet,,2026-05-11,AI,
CU-105,irmaa brackets 2026,IRMAA Brackets 2026: Medicare Income Surcharge Tiers and Thresholds,,Medicare,reference,informational,,,,10,1,Ready,Tier 1: AI citation magnet,,2026-05-11,Google,
CU-106,chip income limits by state 2026,2026 CHIP Income Limits by State: Complete Eligibility Chart,,CHIP,reference,informational,,,,8,1,Ready,Tier 1: AI citation magnet,,2026-05-11,AI,
CU-107,turning 65 still working medicare,Turning 65 While Still Working: Do You Need Medicare?,,Medicare,scenario,informational,,,,10,1,Ready,"Tier 2: scenario - HSA conflict, employer size, COBRA trap",,2026-05-11,Google,
CU-108,cobra and medicare enrollment,I Am on COBRA: Do I Still Need to Sign Up for Medicare?,,Medicare,scenario,informational,,,,9,1,Ready,Tier 2: scenario - COBRA trap,,2026-05-11,AI,
CU-109,spouse on medicare under 65,My Spouse Has Medicare But I Am Under 65: What Do I Do?,,Medicare,scenario,informational,,,,9,1,Ready,Tier 2: scenario,,2026-05-11,Google,
CU-110,health insurance before medicare,Retired at 63: How to Get Health Insurance Before Medicare,,ACA Marketplace,scenario,informational,,,,9,1,Ready,Tier 2: scenario - gap coverage,,2026-05-11,AI,
CU-111,hsa and medicare conflict,HSA and Medicare: Why You Cannot Have Both,,Medicare,scenario,informational,,,,9,1,Ready,Tier 2: misconception/scenario,,2026-05-11,Google,
CU-112,irmaa surcharge explained,What Is IRMAA and Why Is Medicare Charging Me More?,,Medicare,scenario,informational,,,,9,1,Ready,Tier 2: scenario/data,,2026-05-11,AI,
CU-113,medicare late enrollment penalty,Medicare Late Enrollment Penalties: What They Cost You for Life,,Medicare,consequence,informational,,,,10,1,Ready,Tier 2: consequence - fear-driven,,2026-05-11,Google,
CU-114,things medicare does not cover,11 Things Medicare Does Not Cover That Most People Think It Does,,Medicare,misconception,informational,,,,10,1,Ready,Tier 2: misconception - shareable,,2026-05-11,AI,
CU-115,too much for medicaid cant afford marketplace,I Make Too Much for Medicaid But Cannot Afford Marketplace Insurance,,ACA Marketplace,scenario,informational,,,,10,1,Ready,Tier 2: coverage gap scenario,,2026-05-11,Google,
CU-116,aca subsidies 2026 changes,ACA Subsidies in 2026: What Changed After Enhanced Subsidies Expired,,ACA Marketplace,guide,informational,,,,10,1,Ready,Tier 2: timely - 114% premium increase,,2026-05-11,AI,
CU-117,lose medicaid income increase,Do I Lose Medicaid If I Get a Raise?,,Medicaid,scenario,informational,,,,9,1,Ready,Tier 2: scenario,,2026-05-11,Google,
CU-118,underestimate income aca subsidies,What Happens If I Underestimate My Income for ACA Subsidies?,,ACA Marketplace,consequence,informational,,,,9,1,Ready,Tier 2: consequence,,2026-05-11,AI,
CU-119,affordable prescriptions without insurance,How to Get Affordable Prescriptions Without Insurance in 2026,,General Health,guide,informational,,,,9,1,Ready,Tier 2: broader health zone,,2026-05-11,Google,
CU-120,medical bill cant pay options,I Got a Medical Bill I Cannot Pay: What Are My Options?,,General Health,guide,transactional,,,,9,1,Written,Tier 2: broader health zone - high anxiety,/blog/medical-bill-cant-pay-options,2026-05-12,AI,analyzer
CU-121,free low cost health clinics near me,Free and Low-Cost Health Clinics: How to Find Care Near You,,General Health,guide,transactional,,,,9,1,Ready,Tier 2: broader health zone,,2026-05-11,Google,
CU-122,short term health insurance worth it,Short-Term Health Insurance: Is It Worth It in 2026?,,General Health,comparison,informational,,,,8,1,Ready,Tier 2: broader health zone,,2026-05-11,AI,
CU-123,appeal denied health insurance claim,How to Appeal a Denied Health Insurance Claim Step by Step,,General Health,guide,informational,,,,9,1,Ready,Tier 2: broader health zone,,2026-05-11,Google,
CU-124,health insurance undocumented immigrants,Can You Get Health Insurance If You Are Undocumented?,,General Health,guide,informational,,,,8,1,Ready,Tier 2: broader health zone,,2026-05-11,AI,
CU-125,dual eligible medicare medicaid,Can You Have Both Medicare and Medicaid? Dual Eligibility Explained,,Dual,guide,informational,,,,10,1,Ready,Tier 2: crossover - 12M people,,2026-05-11,Google,
CU-126,no health insurance 2026 options,What Happens If You Do Not Have Health Insurance in 2026?,,General Health,consequence,informational,,,,10,1,Ready,Tier 2: consequence,,2026-05-11,AI,
CU-127,medigap plan g vs plan n,Medigap Plan G vs Plan N: Which Should You Choose?,,Medicare,comparison,informational,,,,8,1,Ready,Tier 3: comparison,,2026-05-11,Google,
CU-128,bronze silver gold aca plans,Bronze vs Silver vs Gold ACA Plans: Actual Cost Differences,,ACA Marketplace,comparison,informational,,,,9,1,Ready,Tier 3: comparison,,2026-05-11,AI,
CU-129,medicare vs employer insurance 65,Medicare vs Employer Insurance at 65: Which Should You Keep?,,Medicare,comparison,informational,,,,9,1,Ready,Tier 3: comparison,,2026-05-11,Google,
CU-130,hospital charity care 501r forgiveness,How to Apply for IRS 501(r) Hospital Charity Care Forgiveness,,Medical Debt,informational,Informational,,,,9,1,Written,"Tier 1 - crisis query, 501r mandate unknown to most patients",/blog/hospital-charity-care-501r-forgiveness,2026-05-12,AI,analyzer
CU-131,statute of limitations medical debt by state,State-by-State Statute of Limitations on Medical Debt (2026),,Medical Debt,informational,Informational,,,,9,1,Written,"Tier 1 - 50-state reference table, high citation magnet",/blog/statute-of-limitations-medical-debt-by-state,2026-05-12,AI,analyzer
CU-132,how medical debt affects credit score 2026,How Medical Debt Affects Credit Scores in 2026,,Medical Debt,informational,Informational,,,,9,1,Written,"Tier 1 - rule changes in 2023-2026, needs fresh authoritative source",/blog/how-medical-debt-affects-credit-score-2026,2026-05-12,AI,analyzer
CU-133,how to audit itemized hospital bill,The Ultimate Guide to Requesting and Auditing an Itemized Hospital Bill,,Medical Debt,informational,Informational,,,,9,1,Written,"Tier 1 - crisis query, step-by-step procedural guide",/blog/how-to-audit-itemized-hospital-bill,2026-05-12,AI,analyzer
CU-134,no surprises act emergency room bills,How to Invoke the No Surprises Act for Emergency Room Bills,,Medical Debt,informational,Informational,,,,9,1,Written,"Tier 1 - federal law plain-language breakdown, high search volume",/blog/no-surprises-act-emergency-room-bills,2026-05-13,AI,analyzer
CU-135,how to get insulin without insurance 2026,How to Get Insulin When Uninsured in 2026,,Pharma,informational,Informational,,,,9,1,Ready,"Tier 1 - life-or-death crisis query, federal cap + manufacturer programs",,2026-05-12,AI,
CU-136,medicare part d donut hole 2026,Navigating Medicare Part D Coverage Gaps (The Donut Hole in 2026),,Medicare,informational,Informational,,,,9,1,Ready,"Tier 1 - updated annually, confusing topic, strong citation target",,2026-05-12,AI,
CU-137,patient assistance programs top drugs,How to Access Patient Assistance Programs (PAPs) for Top 50 Drugs,,Pharma,informational,Informational,,,,9,1,Ready,"Tier 1 - comprehensive directory, AI citation magnet",,2026-05-12,AI,
CU-138,medicare spouse trap younger spouse insurance,"The ""Medicare-Spouse"" Trap: Health Insurance for Younger Spouses",,Medicare,informational,Informational,,,,9,1,Ready,"Tier 1 - unique framing, real gap, no good existing source",,2026-05-12,AI,
CU-139,medicaid unwinding wrongfully terminated,Medicaid Unwinding: What to Do If You Were Wrongfully Terminated,,Medicaid,informational,Informational,,,,9,1,Ready,"Tier 1 - ongoing post-COVID crisis, urgent query",,2026-05-12,AI,
CU-140,pregnancy uninsured medicaid coverage,Pregnancy and the Uninsured: Immediate Medicaid Coverage Options,,Medicaid,informational,Informational,,,,9,1,Ready,"Tier 1 - crisis query, state-specific data, table-friendly",,2026-05-12,AI,
CU-141,cost of medical procedures without insurance 2026,Average Cost of 25 Common Medical Procedures Without Insurance (2026),,Healthcare Costs,informational,Informational,,,,9,1,Written,"Tier 1 - pure data table, AI engines love citing procedure prices",/blog/cost-of-medical-procedures-without-insurance-2026,2026-05-13,AI,analyzer
CU-142,er vs urgent care vs telehealth cost comparison,ER vs Urgent Care vs Telehealth: When to Go Where (With Cost Comparison),,Healthcare Costs,informational,Informational,,,,9,1,Written,"Tier 1 - decision tree + cost data, millions of monthly searches",/blog/er-vs-urgent-care-vs-telehealth-cost-comparison,2026-05-13,AI,analyzer
CU-143,hospital financial assistance 100 largest hospitals,Hospital Financial Assistance Policies: What the 100 Largest U.S. Hospitals Offer,,Medical Debt,informational,Informational,,,,9,1,Written,"Tier 1 - unique database, no existing source compiles all major hospitals",/blog/hospital-financial-assistance-100-largest-hospitals,2026-05-13,AI,analyzer
CU-144,state surprise medical bill protections,State-by-State: Does Your State Protect You From Surprise Medical Bills?,,Medical Debt,informational,Informational,,,,9,1,Written,"Tier 1 - state-level data beyond No Surprises Act, 50-state reference",/blog/state-surprise-medical-bill-protections,2026-05-13,AI,analyzer
CU-145,hospital prompt pay cash discount,How to Ask a Hospital for a Prompt-Pay Cash Discount,,Medical Debt,informational,Informational,,,,7,2,Ready,"Tier 2 - practical tip, avg discount percentages for AI extraction",,2026-05-12,AI,analyzer
CU-146,debt collector violates fdcpa medical bills,What to Do When a Debt Collector Violates the FDCPA for Medical Bills,,Medical Debt,informational,Informational,,,,7,2,Ready,"Tier 2 - consumer protection law, procedural guide",,2026-05-12,AI,analyzer
CU-147,charity care application denied appeal,What to Do When Charity Care Applications are Unfairly Denied,,Medical Debt,informational,Informational,,,,7,2,Ready,"Tier 2 - appeals process, often overlooked",,2026-05-12,AI,analyzer
CU-148,medical billing advocate when to hire,The Role of Medical Billing Advocates and When to Hire One,,Medical Debt,informational,Informational,,,,7,2,Ready,"Tier 2 - explains third-party advocates, when bill is complex enough",,2026-05-12,AI,analyzer
CU-149,dispute out of network anesthesiology radiology bills,Disputing Out-of-Network Anesthesiology and Radiology Bills,,Medical Debt,informational,Informational,,,,7,2,Ready,Tier 2 - most common surprise billing sources in emergency scenarios,,2026-05-12,AI,analyzer
CU-150,medical debt after death of spouse,How to Handle Medical Debt After the Death of a Spouse,,Medical Debt,informational,Informational,,,,7,2,Ready,"Tier 2 - probate laws, surviving spouse liability, emotionally urgent",,2026-05-12,AI,analyzer
CU-151,leave hospital against medical advice insurance,What Happens If You Leave the Hospital AMA — Will Insurance Still Pay?,,Medical Debt,informational,Informational,,,,7,2,Ready,"Tier 2 - common myth, definitive answer needed, state nuance",,2026-05-12,AI,analyzer
CU-152,medical debt after death state guide,What Happens to Your Medical Debt When You Die? (State-by-State Guide),,Medical Debt,informational,Informational,,,,7,2,Ready,Tier 2 - community property vs common law states table,,2026-05-12,AI,analyzer
CU-153,health plan denies prior authorization drug,What to Do If Your Health Plan Denies Prior Authorization for a Drug,,Pharma,informational,Informational,,,,7,2,Ready,"Tier 2 - appeals procedural guide, frequent insurance denial scenario",,2026-05-12,AI,
CU-154,state pharmaceutical assistance programs spap,State Pharmaceutical Assistance Programs (SPAPs) Explained,,Pharma,informational,Informational,,,,7,2,Ready,"Tier 2 - state-by-state breakdown, localized AI queries",,2026-05-12,AI,
CU-155,tier exception specialty medications insurance,How to Request Tier Exceptions for Specialty Medications,,Pharma,informational,Informational,,,,7,2,Ready,"Tier 2 - step-by-step for non-formulary drugs, procedural",,2026-05-12,AI,
CU-156,340b pricing community health centers prescriptions,Using Community Health Centers (340B Pricing) for Cheaper Prescriptions,,Pharma,informational,Informational,,,,7,2,Ready,"Tier 2 - federal 340B program, FQHCs, sliding-scale discount",,2026-05-12,AI,
CU-157,biosimilars 2026 alternatives biologics,Alternatives to Expensive Biologics: Biosimilars in 2026,,Pharma,informational,Informational,,,,7,2,Ready,"Tier 2 - growing market, patients can request biosimilars",,2026-05-12,AI,
CU-158,appeal medicare part d drug denial,How to Appeal a Medicare Part D Drug Denial,,Medicare,informational,Informational,,,,7,2,Ready,Tier 2 - specific admin steps for Medicare beneficiaries,,2026-05-12,AI,
CU-159,disease specific charity funds directory,Disease-Specific Charity Funds: A Complete Directory,,Pharma,informational,Informational,,,,7,2,Ready,"Tier 2 - categorized by disease state, directory format for AI extraction",,2026-05-12,AI,
CU-160,goodrx vs cost plus drugs vs manufacturer coupons,GoodRx vs Cost Plus Drugs vs Manufacturer Coupons: Which Saves More?,,Pharma,informational,Comparison,,,,7,2,Ready,Tier 2 - comparison table across 20 most expensive common prescriptions,,2026-05-12,AI,
CU-161,generic vs brand name drug price comparison,Generic vs Brand-Name Drug Price Comparison: 30 Most Prescribed Medications,,Pharma,informational,Informational,,,,7,2,Ready,"Tier 2 - price table for top 30 drugs, AI citation magnet",,2026-05-12,AI,
CU-162,turning 26 off parents insurance guide,Turning 26: Step-by-Step Guide to Transitioning Off Parent's Insurance,,ACA,informational,Informational,,,,7,2,Ready,"Tier 2 - most predictable coverage loss event, monthly search spikes",,2026-05-12,AI,
CU-163,lost job cobra vs aca marketplace compared,Lost Your Job? COBRA vs ACA Marketplace Coverage Compared,,ACA,informational,Comparison,,,,7,2,Ready,Tier 2 - most common post-job insurance comparison query,,2026-05-12,AI,
CU-164,basic health program bhp qualify ny mn or dc,"The Basic Health Program (BHP): Who Qualifies in NY, MN, OR, and DC",,ACA,informational,Informational,,,,7,2,Ready,"Tier 2 - state-level expansion 138-200% FPL, underserved topic",,2026-05-12,AI,
CU-165,aca family glitch fix 2026,"Navigating the ACA ""Family Glitch"" Fix in 2026",,ACA,informational,Informational,,,,7,2,Ready,"Tier 2 - recent regulatory change, affects dependents",,2026-05-12,AI,
CU-166,health insurance early retirees ages 55 64,Health Insurance for Early Retirees (Ages 55-64),,ACA,informational,Informational,,,,7,2,Ready,"Tier 2 - bridge to Medicare strategies, income management for ACA credits",,2026-05-12,AI,
CU-167,health insurance after divorce,Health Insurance After Divorce: Who Keeps Coverage?,,ACA,informational,Informational,,,,7,2,Ready,"Tier 2 - qualifying life event, COBRA vs ACA, high emotional intent",,2026-05-12,AI,
CU-168,veterans civilian health insurance va vs marketplace,Veterans Transitioning to Civilian Health Insurance,,Healthcare Costs,informational,Informational,,,,7,2,Ready,"Tier 2 - VA eligibility requirements, Tricare, ACA comparison",,2026-05-12,AI,
CU-169,medical bills health insurance tax return,How Medical Bills and Health Insurance Affect Your Tax Return,,Healthcare Costs,informational,Informational,,,,7,2,Ready,"Tier 2 - tax season queries, 1095-A reconciliation, medical deductions",,2026-05-12,AI,analyzer
CU-170,catastrophic health plans who should buy,Catastrophic Health Plans: Who Should Buy Them?,,ACA,informational,Informational,,,,7,2,Ready,"Tier 2 - age restrictions, hardship exemptions, clear use case",,2026-05-12,AI,
CU-171,health care sharing ministries vs insurance,Health Care Sharing Ministries vs Traditional Insurance,,Alternative,informational,Comparison,,,,5,3,Ready,"Tier 3 - legal/financial distinctions, comparison table",,2026-05-12,AI,
CU-172,federally qualified health centers fqhc access,How to Access Federally Qualified Health Centers (FQHCs),,Alternative,informational,Informational,,,,5,3,Ready,"Tier 3 - sliding-scale fee mandate, federal funding explained",,2026-05-12,AI,
CU-173,zion healthshare vs medishare comparison,Pros and Cons of Zion HealthShare vs Medi-Share,,Alternative,informational,Comparison,,,,5,3,Ready,"Tier 3 - direct feature comparison, secular vs faith-based",,2026-05-12,AI,
CU-174,sliding scale clinics mental health services,Using Sliding-Scale Clinics for Mental Health Services,,Alternative,informational,Informational,,,,5,3,Ready,Tier 3 - community behavioral health center directories,,2026-05-12,AI,
CU-175,pre existing conditions health sharing ministries,Pre-Existing Condition Clauses in Health Sharing Ministries,,Alternative,informational,Informational,,,,5,3,Ready,"Tier 3 - waiting periods, phased limits in HCSM industry",,2026-05-12,AI,
CU-176,affordable vision care glasses without insurance,Finding Affordable Vision Care and Glasses Without Insurance,,Alternative,informational,Informational,,,,5,3,Ready,"Tier 3 - charitable vision programs, discount retail options",,2026-05-12,AI,
CU-177,cash pay surgery centers out of pocket,Navigating Out-of-Pocket Cash Pay Surgery Centers,,Alternative,informational,Informational,,,,5,3,Ready,Tier 3 - transparent cash pricing trend for elective procedures,,2026-05-12,AI,
CU-178,healthshare maternity benefits limitations,HealthShare Maternity Benefits and Limitations,,Alternative,informational,Informational,,,,5,3,Ready,"Tier 3 - strict sharing caps, conception timelines for sharing plans",,2026-05-12,AI,
CU-179,short term health insurance limitations by state,Short-Term Health Insurance Limitations by State,,ACA,informational,Informational,,,,5,3,Ready,"Tier 3 - new federal rules, states that banned short-term plans",,2026-05-12,AI,
CU-180,manufacturer grant programs cancer treatment,Manufacturer Grant Programs for Cancer Treatment,,Pharma,informational,Informational,,,,5,3,Ready,"Tier 3 - PAN Foundation, HealthWell Foundation, oncology patients",,2026-05-12,AI,
CU-181,can you use goodrx with medicare,Can You Use GoodRx If You Have Medicare?,,Medicare,informational,Informational,,,,5,3,Ready,"Tier 3 - common question, specific rules around pharmacy discount + federal insurance",,2026-05-12,AI,
CU-182,negotiating medical bills in collections script templates,Script Templates for Negotiating Medical Bills in Collections,,Medical Debt,informational,Informational,,,,5,3,Ready,"Tier 3 - verbatim phrasing AI can extract, needs disclaimer",,2026-05-12,AI,analyzer
