url,title,page_type,topic_bucket,lang,blog_date,sitemap_lastmod,has_es
https://benefitsusa.org/en/blog/how-to-apply-for-snap-in-virginia,How to Apply for SNAP in Virginia,blog-post,SNAP,en,2026-04-04,2026-04-04,y
https://benefitsusa.org/en/blog/how-to-apply-for-snap-in-washington,How to Apply for SNAP in Washington,blog-post,SNAP,en,2026-04-11,2026-04-11,y
https://benefitsusa.org/en/blog/how-to-apply-for-snap-in-west-virginia,How to Apply for SNAP in West Virginia,blog-post,SNAP,en,2026-04-11,2026-04-11,y
https://benefitsusa.org/en/blog/how-to-apply-for-snap-in-wisconsin,How to Apply for SNAP in Wisconsin,blog-post,SNAP,en,2026-04-11,2026-04-11,y
https://benefitsusa.org/en/blog/how-to-apply-for-snap-in-wyoming,How to Apply for SNAP in Wyoming,blog-post,SNAP,en,2026-04-11,2026-04-11,y
https://benefitsusa.org/en/blog/how-to-apply-for-ssdi,How to Apply for SSDI: Step-by-Step Guide 2026,blog-post,SSDI/Disability,en,2026-02-10,2026-02-10,y
https://benefitsusa.org/en/blog/how-to-apply-for-ssi,How to Apply for SSI: Complete Guide 2026,blog-post,SSDI/Disability,en,2026-02-08,2026-02-08,y
https://benefitsusa.org/en/blog/how-to-apply-for-ssi-online,How to Apply for SSI Online: Step-by-Step Guide for 2026,blog-post,SSDI/Disability,en,2026-02-22,2026-02-22,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-alabama,How to Apply for Section 8 in Alabama (2026 Guide),blog-post,Housing,en,2026-03-12,2026-03-12,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-alaska,How to Apply for Section 8 in Alaska: A Complete Guide to Housing Choice Vouchers,blog-post,Housing,en,2026-03-12,2026-03-12,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-california,How to Apply for Section 8 in California: Complete Guide (2026),blog-post,Housing,en,2026-03-12,2026-03-12,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-florida,How to Apply for Section 8 in Florida: A Complete Guide,blog-post,Housing,en,2026-03-12,2026-03-12,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-maine,How to Apply for Section 8 in Maine: A Complete Guide to Housing Choice Vouchers,blog-post,Housing,en,2026-03-17,2026-03-17,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-maryland,How to Apply for Section 8 in Maryland: A Complete Step-by-Step Guide,blog-post,Housing,en,2026-03-17,2026-03-17,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-massachusetts,How to Apply for Section 8 in Massachusetts: Complete Guide for 2026,blog-post,Housing,en,2026-03-17,2026-03-17,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-minnesota,How to Apply for Section 8 in Minnesota: A Complete Step-by-Step Guide,blog-post,Housing,en,2026-03-17,2026-03-17,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-mississippi,How to Apply for Section 8 in Mississippi: A Complete Step-by-Step Guide,blog-post,Housing,en,2026-03-17,2026-03-17,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-new-jersey,How to Apply for Section 8 in New Jersey: Complete Guide for 2025,blog-post,Housing,en,2026-03-19,2026-03-19,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-new-mexico,How to Apply for Section 8 in New Mexico: A Complete Guide to Housing Choice Vouchers,blog-post,Housing,en,2026-03-12,2026-03-12,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-north-dakota,How to Apply for Section 8 in North Dakota: Complete Guide (2025),blog-post,Housing,en,2026-03-19,2026-03-19,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-oklahoma,How to Apply for Section 8 in Oklahoma: Complete Guide for 2025,blog-post,Housing,en,2026-03-19,2026-03-19,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-oregon,How to Apply for Section 8 in Oregon: Complete Guide to Housing Choice Vouchers,blog-post,Housing,en,2026-03-19,2026-03-19,y
https://benefitsusa.org/en/blog/how-to-apply-section-8-rhode-island,How to Apply for Section 8 in Rhode Island: Complete Guide for 2025,blog-post,Housing,en,2026-03-19,2026-03-19,y
https://benefitsusa.org/en/blog/how-to-choose-a-medicaid-health-plan,How to Choose a Medicaid Health Plan,blog-post,Medicaid,en,2026-04-14,2026-04-14,y
https://benefitsusa.org/en/blog/how-to-reopen-closed-benefits-case,"How to Reopen a Closed Benefits Case: SNAP, Medicaid, and More",blog-post,Medicaid,en,2026-03-06,2026-03-06,y
https://benefitsusa.org/en/blog/how-to-use-211,'211 Phone Service: Find Local Benefits in 3 Steps (2026)',blog-post,Other/Mixed,en,2026-03-02T00:00:00.000Z,2026-03-02,y
https://benefitsusa.org/en/blog/hud-vs-usda-housing-assistance-urban-rural,HUD Housing Assistance vs USDA Rural Housing: Urban vs Rural Options in 2026,blog-post,Housing,en,2026-04-07,2026-04-07,y
https://benefitsusa.org/en/blog/idaho-aca-benefits-and-coverage,Idaho ACA Benefits and Coverage Guide 2026,blog-post,ACA,en,2026-02-17,2026-02-17,y
https://benefitsusa.org/en/blog/idaho-aca-eligibility-2026,"Idaho ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-29,2026-03-29,y
https://benefitsusa.org/en/blog/idaho-medicaid-eligibility-2026,"Idaho Medicaid Eligibility 2026: Income Limits, Requirements, and How to Apply",blog-post,Medicaid,en,2026-02-28,2026-02-28,y
https://benefitsusa.org/en/blog/idaho-medicaid-income-limits-2026,Idaho Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-05,2026-05-05,y
https://benefitsusa.org/en/blog/idaho-snap-eligibility-2026,Idaho SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-27,2026-04-27,y
https://benefitsusa.org/en/blog/illinois-aca-benefits-and-coverage,Illinois ACA Benefits and Coverage Guide 2026,blog-post,ACA,en,2026-02-13,2026-02-13,y
https://benefitsusa.org/en/blog/illinois-aca-eligibility-2026,"Illinois ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-25,2026-03-25,y
https://benefitsusa.org/en/blog/illinois-ebt-deposit-schedule-2026,Illinois EBT Deposit Schedule 2026: When SNAP Benefits Are Loaded,blog-post,SNAP,en,2026-04-19,2026-04-19,y
https://benefitsusa.org/en/blog/illinois-medicaid-eligibility-2026,Illinois Medicaid Eligibility 2026: Income Limits Guide,blog-post,Medicaid,en,2026-02-05,2026-02-05,y
https://benefitsusa.org/en/blog/illinois-section-8-eligibility-2026,Illinois Section 8 Eligibility 2026,blog-post,Housing,en,2026-05-15,2026-05-15,y
https://benefitsusa.org/en/blog/illinois-snap-eligibility-2026,Illinois SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-24,2026-04-24,y
https://benefitsusa.org/en/blog/immigration-status-benefits-2026-changes,Immigration Status and Benefits 2026: New Verification Requirements and Restrictions,blog-post,Other/Mixed,en,2026-04-01,2026-04-01,y
https://benefitsusa.org/en/blog/income-increase-section-8-housing,Earning Income While on Section 8 Housing,blog-post,Housing,en,2026-04-28,2026-04-28,y
https://benefitsusa.org/en/blog/income-levels-lose-government-benefits,Benefits You Lose (and Keep) When Your Income Goes Up: An Income Ladder Guide,blog-post,Tax/Income,en,2026-03-31,2026-03-31,
https://benefitsusa.org/en/blog/income-limits-government-benefits,Benefits You Lose at Certain Income Levels: The Complete Phaseout Guide,blog-post,Tax/Income,en,2026-02-25,2026-02-25,y
https://benefitsusa.org/en/blog/indiana-aca-benefits-and-coverage,Indiana ACA Benefits and Coverage: Complete 2026 Guide,blog-post,ACA,en,2026-02-17,2026-02-17,y
https://benefitsusa.org/en/blog/indiana-aca-eligibility-2026,"Indiana ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-29,2026-03-29,y
https://benefitsusa.org/en/blog/indiana-medicaid-eligibility-2026,"Indiana Medicaid Eligibility 2026: Income Limits, Programs, and How to Apply",blog-post,Medicaid,en,2026-02-28,2026-02-28,y
https://benefitsusa.org/en/blog/indiana-medicaid-income-limits-2026,Indiana Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-06,2026-05-06,y
https://benefitsusa.org/en/blog/indiana-snap-eligibility-2026,Indiana SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-27,2026-04-27,y
https://benefitsusa.org/en/blog/inheritance-affect-ssi-benefits,Inheriting Money: How It Affects Your Benefits,blog-post,SSDI/Disability,en,2026-03-19,2026-03-19,y
https://benefitsusa.org/en/blog/inheritance-trust-and-ssi,How Receiving an Inheritance in a Trust Affects SSI Benefits,blog-post,SSDI/Disability,en,2026-04-03,2026-04-03,y
https://benefitsusa.org/en/blog/insurance-payout-and-ssi-benefits-eligibility,How Insurance Payouts Affect Benefits Eligibility,blog-post,SSDI/Disability,en,2026-04-06,2026-04-06,y
https://benefitsusa.org/en/blog/investment-property-and-ssi-eligibility,Real Estate Investments and Benefits Eligibility,blog-post,SSDI/Disability,en,2026-05-07,2026-05-07,y
https://benefitsusa.org/en/blog/iowa-aca-benefits-and-coverage,Iowa ACA Benefits and Coverage - Your Complete 2026 Guide,blog-post,ACA,en,2026-02-17,2026-02-17,y
https://benefitsusa.org/en/blog/iowa-aca-calculator,Iowa ACA Calculator: Estimate Your 2026 Health Insurance Subsidy,blog-post,ACA,en,2026-05-13,2026-05-13,y
https://benefitsusa.org/en/blog/iowa-aca-eligibility-2026,"Iowa ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-29,2026-03-29,y
https://benefitsusa.org/en/blog/iowa-medicaid-eligibility-2026,"Iowa Medicaid Eligibility 2026: Income Limits, Programs, and How to Apply",blog-post,Medicaid,en,2026-03-01,2026-03-01,y
https://benefitsusa.org/en/blog/iowa-medicaid-income-limits-2026,Iowa Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-06,2026-05-06,y
https://benefitsusa.org/en/blog/iowa-snap-eligibility-2026,Iowa SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-27,2026-04-27,y
https://benefitsusa.org/en/blog/ira-energy-rebates-2026,Energy Efficiency Rebates Under Inflation Reduction Act: IRA Home Rebate Program Launch,blog-post,Other/Mixed,en,2026-04-04,2026-04-04,y
https://benefitsusa.org/en/blog/ira-withdrawal-and-medicaid,How IRA Withdrawals Affect Medicaid Eligibility,blog-post,Medicaid,en,2026-03-29,2026-03-29,y
https://benefitsusa.org/en/blog/is-ssdi-taxable,Is SSDI Taxable? Tax Guide for Disability Benefits,blog-post,SSDI/Disability,en,2026-03-23,2026-03-23,y
https://benefitsusa.org/en/blog/joint-bank-accounts-benefits-eligibility,Joint vs Separate Bank Accounts and Benefits Eligibility: What You Need to Know,blog-post,Other/Mixed,en,2026-03-04,2026-03-04,y
https://benefitsusa.org/en/blog/kansas-aca-benefits-and-coverage,Kansas ACA Benefits and Coverage Guide 2026,blog-post,ACA,en,2026-02-17,2026-02-17,y
https://benefitsusa.org/en/blog/kansas-aca-eligibility-2026,"Kansas ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-29,2026-03-29,y
https://benefitsusa.org/en/blog/kansas-medicaid-eligibility-2026,"Kansas Medicaid Eligibility 2026: Income Limits, KanCare Rules, and How to Apply",blog-post,Medicaid,en,2026-03-01,2026-03-01,y
https://benefitsusa.org/en/blog/kansas-medicaid-income-limits-2026,Kansas Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-06,2026-05-06,y
https://benefitsusa.org/en/blog/kansas-snap-eligibility-2026,Kansas SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-27,2026-04-27,y
https://benefitsusa.org/en/blog/keep-benefits-when-working,How to Keep Your Benefits When You Start Working,blog-post,Other/Mixed,en,2026-03-14,2026-03-14,y
https://benefitsusa.org/en/blog/kentucky-aca-benefits-and-coverage,Kentucky ACA Benefits and Coverage 2026,blog-post,ACA,en,2026-02-17,2026-02-17,y
https://benefitsusa.org/en/blog/kentucky-aca-eligibility-2026,"Kentucky ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll Through Kynect",blog-post,Medicaid,en,2026-03-30,2026-03-30,y
https://benefitsusa.org/en/blog/kentucky-medicaid-eligibility-2026,"Kentucky Medicaid Eligibility 2026: Income Limits, How to Apply, and Who Qualifies",blog-post,Medicaid,en,2026-03-01,2026-03-01,y
https://benefitsusa.org/en/blog/kentucky-medicaid-income-limits-2026,Kentucky Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-06,2026-05-06,y
https://benefitsusa.org/en/blog/kentucky-snap-eligibility-2026,Kentucky SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-28,2026-04-28,y
https://benefitsusa.org/en/blog/kinship-caregiver-benefits,Government Benefits for Kinship Caregivers (Non-Parent Relatives),blog-post,Other/Mixed,en,2026-03-04,2026-03-04,y
https://benefitsusa.org/en/blog/laid-off-over-50-benefits,Getting Laid Off Over 50: Benefits for Older Workers,blog-post,Other/Mixed,en,2026-04-26,2026-04-26,y
https://benefitsusa.org/en/blog/leaving-abusive-family-at-18-help,"Leaving an Abusive Family at 18: Benefits, Resources, and Safety Planning",blog-post,Other/Mixed,en,2026-03-07,2026-03-07,y
https://benefitsusa.org/en/blog/lgbtq-government-benefits,Government Benefits for LGBTQ+ Individuals,blog-post,Other/Mixed,en,2026-04-19,2026-04-19,y
https://benefitsusa.org/en/blog/life-insurance-asset-ssi-benefits-eligibility,How Life Insurance Policies Affect Benefits Eligibility,blog-post,SSDI/Disability,en,2026-04-09,2026-04-09,y
https://benefitsusa.org/en/blog/lifeline-program-2026,Lifeline Program 2026: Affordable Connectivity After ACP Ended,blog-post,Other/Mixed,en,2026-02-21,2026-02-21,y
https://benefitsusa.org/en/blog/lifeline-vs-acp-replacement-2026,Lifeline vs ACP Replacement: Phone and Internet Assistance Programs in 2026,blog-post,Other/Mixed,en,2026-03-17,2026-03-17,y
https://benefitsusa.org/en/blog/liheap-and-food-stamps,How Energy Assistance (LIHEAP) Interacts with Other Benefits,blog-post,SNAP,en,2026-05-02,2026-05-02,y
https://benefitsusa.org/en/blog/liheap-by-state-2026,LIHEAP by State 2026: Complete Funding Breakdown and How to Apply,blog-post,Housing,en,2026-03-05,2026-03-05,y
https://benefitsusa.org/en/blog/liheap-funding-cuts-2026,LIHEAP Funding Cuts 2026: Impact on Energy Assistance for Low-Income Households,blog-post,Housing,en,2026-02-22,2026-02-22,y
https://benefitsusa.org/en/blog/liheap-income-limits-by-state-2025,2025 LIHEAP Income Eligibility and Benefit Amounts by State,blog-post,Housing,en,2026-03-25,2026-03-25,y
https://benefitsusa.org/en/blog/liheap-utilities-included-in-rent,Can You Get LIHEAP If You Don't Pay Utilities Directly?,blog-post,Housing,en,2026-03-10,2026-03-10,y
https://benefitsusa.org/en/blog/liheap-vs-weatherization,LIHEAP vs WAP: Energy Assistance vs Weatherization Compared (2026),blog-post,Housing,en,2026-04-16,2026-04-16,y
https://benefitsusa.org/en/blog/list-of-all-government-benefits-programs,The Ultimate Benefits Checklist: 25+ Programs to Check If You Qualify For,blog-post,Other/Mixed,en,2026-05-01,2026-05-01,y
https://benefitsusa.org/en/blog/living-together-and-food-stamps,Living Together and Food Stamps: How Cohabitation Affects Your SNAP Benefits,blog-post,SNAP,en,2026-02-25,2026-02-25,y
https://benefitsusa.org/en/blog/living-with-someone-affects-benefits,What Happens to Your Benefits When You Move In With Someone,blog-post,Other/Mixed,en,2026-03-17,2026-03-17,y
https://benefitsusa.org/en/blog/long-term-disability-and-ssdi,Long-Term Disability Insurance and SSDI: How They Work Together,blog-post,SSDI/Disability,en,2026-04-16,2026-04-16,y
https://benefitsusa.org/en/blog/lost-health-insurance-what-are-my-options,Losing Health Insurance: Emergency Options and Free Coverage,blog-post,Health/General,en,2026-04-21,2026-04-21,y
https://benefitsusa.org/en/blog/lost-job-what-benefits-can-i-get,How to Apply for Benefits After Losing Your Job,blog-post,Other/Mixed,en,2026-05-13,2026-05-13,y
https://benefitsusa.org/en/blog/lost-snap-benefits-how-to-reapply,Losing SNAP Benefits: How to Reapply or Appeal,blog-post,SNAP,en,2026-03-13,2026-03-13,y
https://benefitsusa.org/en/blog/lottery-winnings-affect-benefits,Winning the Lottery or Large Windfall: Benefits Impact,blog-post,Other/Mixed,en,2026-05-05,2026-05-05,y
https://benefitsusa.org/en/blog/lottery-winnings-medicaid-eligibility,Do Lottery Winnings Affect Medicaid Eligibility?,blog-post,Medicaid,en,2026-03-19,2026-03-19,y
https://benefitsusa.org/en/blog/louisiana-aca-benefits-and-coverage,Louisiana ACA Benefits and Coverage: Complete Guide 2025,blog-post,ACA,en,2026-02-18,2026-02-18,y
https://benefitsusa.org/en/blog/louisiana-aca-calculator,Louisiana ACA Calculator: Estimate Your 2026 Health Insurance Subsidies,blog-post,ACA,en,2026-05-13,2026-05-13,y
https://benefitsusa.org/en/blog/louisiana-aca-eligibility-2026,"Louisiana ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-30,2026-03-30,y
https://benefitsusa.org/en/blog/louisiana-medicaid-eligibility-2026,"Louisiana Medicaid Eligibility 2026: Income Limits, Programs, and How to Apply",blog-post,Medicaid,en,2026-03-01,2026-03-01,y
https://benefitsusa.org/en/blog/louisiana-medicaid-income-limits-2026,Louisiana Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-06,2026-05-06,y
https://benefitsusa.org/en/blog/louisiana-snap-eligibility-2026,Louisiana SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-28,2026-04-28,y
https://benefitsusa.org/en/blog/maine-aca-benefits-and-coverage,Maine ACA Benefits and Coverage: Your Complete Guide to Affordable Health Insurance,blog-post,ACA,en,2026-02-18,2026-02-18,y
https://benefitsusa.org/en/blog/maine-aca-eligibility-2026,"Maine ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-30,2026-03-30,y
https://benefitsusa.org/en/blog/maine-medicaid-eligibility-2026,"Maine Medicaid Eligibility 2026: MaineCare Income Limits, Requirements, and How to Apply",blog-post,Medicaid,en,2026-03-01,2026-03-01,y
https://benefitsusa.org/en/blog/maine-medicaid-income-limits-2026,Maine Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-07,2026-05-07,y
https://benefitsusa.org/en/blog/maine-snap-eligibility-2026,Maine SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-28,2026-04-28,y
https://benefitsusa.org/en/blog/maryland-aca-benefits-and-coverage,Maryland ACA Benefits and Coverage,blog-post,ACA,en,2026-02-18,2026-02-18,y
https://benefitsusa.org/en/blog/maryland-aca-eligibility-2026,"Maryland ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-30,2026-03-30,y
https://benefitsusa.org/en/blog/maryland-medicaid-eligibility-2026,"Maryland Medicaid Eligibility 2026: Income Limits, How to Apply, and What You Need to Know",blog-post,Medicaid,en,2026-03-02,2026-03-02,y
https://benefitsusa.org/en/blog/maryland-medicaid-income-limits-2026,Maryland Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-07,2026-05-07,y
https://benefitsusa.org/en/blog/maryland-snap-eligibility-2026,Maryland SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-28,2026-04-28,y
https://benefitsusa.org/en/blog/mass-shooting-victim-benefits,Mass Shooting Victim Benefits: Financial Assistance and Support Programs,blog-post,Other/Mixed,en,2026-02-27,2026-02-27,y
https://benefitsusa.org/en/blog/massachusetts-aca-benefits-and-coverage,Massachusetts ACA Benefits and Coverage: Complete 2026 Guide to Health Connector Plans,blog-post,ACA,en,2026-02-18,2026-02-18,y
https://benefitsusa.org/en/blog/massachusetts-aca-calculator,Massachusetts ACA Calculator: Estimate Your Health Insurance Subsidy,blog-post,ACA,en,2026-05-13,2026-05-13,y
https://benefitsusa.org/en/blog/massachusetts-aca-eligibility-2026,"Massachusetts ACA Eligibility 2026: Income Limits, ConnectorCare, and How to Enroll",blog-post,ACA,en,2026-03-23,2026-03-23,y
https://benefitsusa.org/en/blog/massachusetts-medicaid-eligibility-2026,'MassHealth Income Limits 2026: No Asset Test for Children',blog-post,Medicaid,en,2026-02-27T00:00:00.000Z,2026-02-27,y
https://benefitsusa.org/en/blog/massachusetts-medicaid-income-limits-2026,Massachusetts Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-07,2026-05-07,y
https://benefitsusa.org/en/blog/massachusetts-snap-eligibility-2026,Massachusetts SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-28,2026-04-28,y
https://benefitsusa.org/en/blog/maternity-leave-and-food-stamps,Can You Get Food Stamps While on Maternity Leave in 2026?,blog-post,SNAP,en,2026-03-07T00:00:00.000Z,2026-03-07,y
https://benefitsusa.org/en/blog/medicaid-and-snap-at-same-time,Medicaid and SNAP Together: How to Get Both and What Changes in 2026,blog-post,Medicaid,en,2026-03-25,2026-03-25,y
https://benefitsusa.org/en/blog/medicaid-cuts-2026,Medicaid Cuts in the One Big Beautiful Bill: $625 Billion Reduction Explained,blog-post,Medicaid,en,2026-02-22,2026-02-22,y
https://benefitsusa.org/en/blog/medicaid-dental-coverage-2026,Medicaid Dental Coverage 2026: Which States Are Adding Adult Dental Benefits,blog-post,Medicaid,en,2026-05-07,2026-05-07,y
https://benefitsusa.org/en/blog/medicaid-estate-recovery-2026,Medicaid Estate Recovery Rule Changes: Protecting Assets After Death,blog-post,Medicaid,en,2026-05-07,2026-05-07,y
https://benefitsusa.org/en/blog/medicaid-income-limits-pregnant-women,Medicaid Income Limits for Pregnant Women by State (2025),blog-post,Medicaid,en,2026-04-09,2026-04-09,y
https://benefitsusa.org/en/blog/medicaid-myths-eligibility,Medicaid Myths: 7 Things People Get Wrong About Eligibility,blog-post,Medicaid,en,2026-03-17,2026-03-17,y
https://benefitsusa.org/en/blog/medicaid-nursing-home-application,How to Apply for Medicaid Long-Term Care (Nursing Home Coverage),blog-post,Medicaid,en,2026-05-14,2026-05-14,y
https://benefitsusa.org/en/blog/medicaid-office-locations-north-carolina,Medicaid Office Locations in North Carolina: Find Your Local DSS Office,blog-post,Medicaid,en,2026-02-27,2026-02-27,y
https://benefitsusa.org/en/blog/medicaid-redetermination-2026,Medicaid Redetermination 2026: Ongoing Coverage Losses and State Deadlines,blog-post,Medicaid,en,2026-03-02,2026-03-02,y
https://benefitsusa.org/en/blog/medicaid-spend-down-vs-extra-help,Medicaid Spend-Down vs Medicare Part D Extra Help: Senior Drug Coverage,blog-post,Medicare,en,2026-05-06,2026-05-06,y
https://benefitsusa.org/en/blog/medicaid-vs-employer-insurance,Medicaid vs Employer Insurance: When Free Coverage Is Better,blog-post,Medicaid,en,2026-03-24,2026-03-24,y
https://benefitsusa.org/en/blog/medicaid-waiver-application-hcbs,How to Apply for Medicaid Home and Community-Based Services (HCBS) Waivers,blog-post,Medicaid,en,2026-05-15,2026-05-15,y
https://benefitsusa.org/en/blog/medicaid-waiver-vs-nursing-home,Medicaid Waiver Programs vs Nursing Homes: Home Care Alternatives,blog-post,Medicaid,en,2026-04-29,2026-04-29,y
https://benefitsusa.org/en/blog/medicaid-work-requirements-2026,Medicaid Work Requirements 2026: Which States Are Implementing Them and What to Expect,blog-post,Medicaid,en,2026-02-21,2026-02-21,y
https://benefitsusa.org/en/blog/medicare-extra-help-income-limits-2025,Medicare Part D Extra Help (LIS) Income and Asset Limits (2025),blog-post,Medicare,en,2026-05-10,2026-05-10,y
https://benefitsusa.org/en/blog/medicare-part-d-vs-goodrx,Medicare Part D vs GoodRx: Prescription Drug Savings Compared,blog-post,Medicare,en,2026-04-25,2026-04-25,y
https://benefitsusa.org/en/blog/michigan-aca-benefits-and-coverage,Michigan ACA Benefits and Coverage Guide 2026,blog-post,ACA,en,2026-02-13,2026-02-13,y
https://benefitsusa.org/en/blog/michigan-aca-eligibility-2026,"Michigan ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-25,2026-03-25,y
https://benefitsusa.org/en/blog/michigan-ebt-deposit-schedule-2026,Michigan EBT Deposit Schedule 2026: When SNAP Benefits Are Loaded,blog-post,SNAP,en,2026-04-20,2026-04-20,y
https://benefitsusa.org/en/blog/michigan-medicaid-eligibility,Michigan Medicaid Eligibility Guide 2026,blog-post,Medicaid,en,2026-02-06,2026-02-06,y
https://benefitsusa.org/en/blog/michigan-medicaid-eligibility-2026,Michigan Medicaid Eligibility 2026: Income Limits,blog-post,Medicaid,en,2026-02-07,2026-02-07,y
https://benefitsusa.org/en/blog/michigan-section-8-eligibility-2026,Michigan Section 8 Eligibility 2026,blog-post,Housing,en,2026-05-15,2026-05-15,y
https://benefitsusa.org/en/blog/michigan-snap-eligibility-2026,Michigan SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-25,2026-04-25,y
https://benefitsusa.org/en/blog/minnesota-aca-benefits-and-coverage,Minnesota ACA Benefits and Coverage: Your Complete 2026 Guide,blog-post,ACA,en,2026-02-18,2026-02-18,y
https://benefitsusa.org/en/blog/minnesota-aca-eligibility-2026,"Minnesota ACA Eligibility 2026: Income Limits, Programs, and How to Enroll",blog-post,ACA,en,2026-03-23,2026-03-23,y
https://benefitsusa.org/en/blog/minnesota-medicaid-eligibility-2026,"Minnesota Medicaid Eligibility 2026: Income Limits, Requirements, and How to Apply",blog-post,Medicaid,en,2026-03-02,2026-03-02,y
https://benefitsusa.org/en/blog/minnesota-medicaid-income-limits-2026,Minnesota Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-07,2026-05-07,y
https://benefitsusa.org/en/blog/minnesota-snap-eligibility-2026,Minnesota SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-29,2026-04-29,y
https://benefitsusa.org/en/blog/mississippi-aca-benefits-and-coverage,Mississippi ACA Benefits and Coverage: Your Complete 2026 Guide,blog-post,ACA,en,2026-02-19,2026-02-19,y
https://benefitsusa.org/en/blog/mississippi-aca-eligibility-2026,"Mississippi ACA Eligibility 2026: Income Limits, Coverage Gap, and How to Enroll",blog-post,ACA,en,2026-03-30,2026-03-30,y
https://benefitsusa.org/en/blog/mississippi-medicaid-eligibility-2026,"Mississippi Medicaid Eligibility 2026: Income Limits, How to Apply, and Who Qualifies",blog-post,Medicaid,en,2026-03-02,2026-03-02,y
https://benefitsusa.org/en/blog/mississippi-medicaid-income-limits-2026,Mississippi Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-07,2026-05-07,y
https://benefitsusa.org/en/blog/mississippi-snap-eligibility-2026,Mississippi SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-29,2026-04-29,y
https://benefitsusa.org/en/blog/missouri-aca-benefits-and-coverage,Missouri ACA Benefits and Coverage: Your Complete 2026 Guide,blog-post,ACA,en,2026-02-19,2026-02-19,y
https://benefitsusa.org/en/blog/missouri-aca-eligibility-2026,"Missouri ACA Eligibility 2026: Income Limits, Subsidies, and How to Enroll",blog-post,ACA,en,2026-03-31,2026-03-31,
https://benefitsusa.org/en/blog/missouri-medicaid-eligibility-2026,"Missouri Medicaid Eligibility 2026: Income Limits, Requirements, and How to Apply",blog-post,Medicaid,en,2026-03-02,2026-03-02,y
https://benefitsusa.org/en/blog/missouri-medicaid-income-limits-2026,Missouri Medicaid Income Limits 2026,blog-post,Medicaid,en,2026-05-08,2026-05-08,y
https://benefitsusa.org/en/blog/missouri-snap-eligibility-2026,Missouri SNAP Eligibility 2026,blog-post,SNAP,en,2026-04-29,2026-04-29,y
https://benefitsusa.org/en/blog/mixed-status-families-benefits-guide,Benefits for Mixed-Status Families: A Step-by-Step Guide to Applying,blog-post,Other/Mixed,en,2026-02-24,2026-02-24,y
https://benefitsusa.org/en/blog/mlm-income-food-stamps-benefits-eligibility,MLM and Direct Sales Income: Effect on Benefits,blog-post,SNAP,en,2026-04-08,2026-04-08,y
